paths,target,contrast,energy,homogeneity,correlation,dissimilarity
./pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated2-rotated1-rotated3-rotated1.jpg,no fracture,149.7524735,0.220860024,0.580167531,0.97965564,4.546633687
./pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated2-rotated1-rotated3.jpg,no fracture,163.7432231,0.223006998,0.589603403,0.97779416,4.586611165
./pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated2-rotated1.jpg,no fracture,214.8418597,0.203526205,0.570847858,0.971360113,5.066883848
./pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated2-rotated2-rotated1-rotated1.jpg,no fracture,172.6380108,0.217517465,0.587355851,0.97689711,4.858329311
./pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated2-rotated2-rotated1.jpg,no fracture,156.5478,0.220315064,0.588813179,0.978552613,4.483128218
./pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated2-rotated2-rotated2-rotated1.jpg,no fracture,160.888051,0.216716548,0.588241924,0.978378517,4.702722812
./pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated2-rotated2-rotated3-rotated1.jpg,no fracture,189.7431829,0.22507398,0.555678363,0.974473614,5.490166506
./pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated2-rotated2-rotated3.jpg,no fracture,185.2897563,0.229344172,0.567548281,0.975046288,5.428269788
./pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated2-rotated3-rotated1-rotated1.jpg,no fracture,164.355514,0.216578808,0.572441665,0.977634457,5.075912967
./pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated2-rotated3-rotated2-rotated1.jpg,no fracture,213.5007843,0.207205314,0.576848378,0.971166988,5.162302928
./pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated2-rotated3-rotated2.jpg,no fracture,205.1563908,0.215255014,0.584270997,0.972446279,5.248532014
./pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated2-rotated3-rotated3-rotated1.jpg,no fracture,190.2910835,0.2044037,0.576058799,0.974177069,4.965552606
./pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated2-rotated3-rotated3.jpg,no fracture,216.2354609,0.204251338,0.574520312,0.970804295,5.22142455
./pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated2-rotated3.jpg,no fracture,191.0732987,0.219157996,0.588913589,0.974373876,4.876226673
./pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated3-rotated1-rotated1.jpg,no fracture,165.8196791,0.213551113,0.596852454,0.977893528,4.4158824
./pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated3-rotated1-rotated2-rotated1.jpg,no fracture,162.2493565,0.224031438,0.5732012,0.977985418,5.129946911
./pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated3-rotated1-rotated2.jpg,no fracture,178.3144707,0.21958459,0.576367053,0.975835021,5.157697876
./pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated3-rotated1-rotated3-rotated1.jpg,no fracture,197.0635859,0.212412601,0.57573525,0.973200061,5.162604569
./pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated3-rotated1.jpg,no fracture,180.813606,0.215752414,0.568711901,0.975555477,4.875583172
./pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated3-rotated2-rotated1-rotated1.jpg,no fracture,212.1081081,0.205958993,0.574646029,0.971389859,5.100868726
./pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated3-rotated2-rotated2-rotated1.jpg,no fracture,194.8483551,0.209216633,0.575690952,0.973497709,4.992097008
./pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated3-rotated2-rotated3.jpg,no fracture,169.6982786,0.211177175,0.590855958,0.977124246,4.422055985
./pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated3-rotated2.jpg,no fracture,184.9971244,0.212291757,0.590133012,0.975432874,4.670024936
./pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated3-rotated3-rotated1-rotated1.jpg,no fracture,156.2058197,0.220088575,0.590390134,0.97893258,4.53891168
./pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated3-rotated3-rotated1.jpg,no fracture,181.5166506,0.20442977,0.574469874,0.975720188,4.71710103
./pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated3-rotated3-rotated2-rotated1.jpg,no fracture,148.1008486,0.212095904,0.580585698,0.979924453,4.49901464
./pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated3-rotated3-rotated2.jpg,no fracture,166.5162886,0.208938663,0.579159871,0.977545952,4.652549871
./pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated3-rotated3-rotated3-rotated1.jpg,no fracture,160.9101512,0.232194585,0.585187136,0.978251625,4.923141892
./pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated3-rotated3-rotated3.jpg,no fracture,185.309926,0.221715243,0.589468116,0.975326443,4.89527027
./pages/models/Bone Fracture Detection/Baseline/no fracture/10-rotated3.jpg,no fracture,226.370214,0.222554059,0.570522088,0.969700291,5.419240669
./pages/models/Bone Fracture Detection/Baseline/no fracture/10.jpg,no fracture,12.83969931,0.265327419,0.732555458,0.99825828,1.139347181
./pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated1-rotated1-rotated1-rotated1.jpg,no fracture,45.10070785,0.143887484,0.642505475,0.984140826,2.203346203
./pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated1-rotated1-rotated1.jpg,no fracture,83.91954231,0.146874657,0.596998593,0.971686567,3.188646236
./pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated1-rotated1-rotated2.jpg,no fracture,66.87429617,0.15676777,0.630962314,0.978212885,2.614804537
./pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated1-rotated1.jpg,no fracture,95.93392053,0.142602581,0.606420627,0.96259943,3.047417954
./pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated1-rotated2-rotated1.jpg,no fracture,71.86653394,0.131577201,0.606673875,0.974829232,2.739804537
./pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated1-rotated2-rotated2.jpg,no fracture,78.5832529,0.145144707,0.603724835,0.972754695,2.867881274
./pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated1-rotated2-rotated3-rotated1.jpg,no fracture,68.99897442,0.138749529,0.597324275,0.975604594,2.769204472
./pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated1-rotated2.jpg,no fracture,64.50301641,0.15116562,0.65180975,0.977757357,2.466779279
./pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated1-rotated3-rotated1-rotated1.jpg,no fracture,78.94471927,0.134335596,0.598970155,0.970065471,2.831865347
./pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated1-rotated3-rotated3-rotated1.jpg,no fracture,53.3167833,0.155079087,0.643393162,0.982222228,2.3527389
./pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated1-rotated3-rotated3.jpg,no fracture,51.0560851,0.138885984,0.627289073,0.981151641,2.318512709
./pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated1-rotated3.jpg,no fracture,85.20276303,0.168818802,0.616871611,0.973143167,3.116735039
./pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated1.jpg,no fracture,123.5239503,0.147196661,0.600717306,0.955178074,3.473877896
./pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated2-rotated1-rotated2.jpg,no fracture,93.17732465,0.174135272,0.593748667,0.971633945,3.527469434
./pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated2-rotated1-rotated3-rotated1.jpg,no fracture,64.63620093,0.153698773,0.606106793,0.979209227,2.706624035
./pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated2-rotated1-rotated3.jpg,no fracture,70.34551963,0.154060465,0.615801192,0.977425818,2.703145109
./pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated2-rotated1.jpg,no fracture,74.41662645,0.15710015,0.637738079,0.974983095,2.651906371
./pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated2-rotated2-rotated1-rotated1.jpg,no fracture,65.01337275,0.160150013,0.60889401,0.979749843,2.775076416
./pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated2-rotated2-rotated1.jpg,no fracture,93.91433398,0.155298608,0.58495151,0.969469936,3.507239382
./pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated2-rotated2-rotated2.jpg,no fracture,98.7363055,0.183104309,0.586974968,0.970370119,3.73204231
./pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated2-rotated2-rotated3-rotated1.jpg,no fracture,86.62590492,0.181488434,0.574228912,0.974229633,3.677465412
./pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated2-rotated2-rotated3.jpg,no fracture,103.1412886,0.185850094,0.582738773,0.969421112,4.045809202
./pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated2-rotated2.jpg,no fracture,101.0733993,0.142747628,0.602827294,0.963730776,3.206644144
./pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated2-rotated3-rotated1-rotated1.jpg,no fracture,77.39903073,0.170942381,0.596861772,0.976158625,3.260517214
./pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated2-rotated3-rotated2-rotated1.jpg,no fracture,67.62089768,0.15394385,0.606557253,0.978239128,2.837797619
./pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated2-rotated3-rotated2.jpg,no fracture,67.46919241,0.154439475,0.629509043,0.978362261,2.660553411
./pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated2-rotated3.jpg,no fracture,63.11291425,0.146752936,0.646775777,0.977068752,2.387487934
./pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated3-rotated1-rotated1-rotated1.jpg,no fracture,61.00339849,0.146177725,0.608708863,0.980008483,2.634511744
./pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated3-rotated1-rotated2-rotated1.jpg,no fracture,65.47357625,0.152562255,0.610011546,0.978575322,2.68782175
./pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated3-rotated1-rotated3-rotated1.jpg,no fracture,64.07711953,0.164405858,0.606569412,0.979660125,2.778173263
./pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated3-rotated1.jpg,no fracture,64.92641972,0.146193458,0.622952762,0.975385662,2.586932915
./pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated3-rotated2.jpg,no fracture,120.6727196,0.143025593,0.602267824,0.953547683,3.31050917
./pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated3-rotated3-rotated1.jpg,no fracture,78.96378298,0.135642334,0.586669781,0.972391012,3.064249517
./pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated3-rotated3-rotated2-rotated1.jpg,no fracture,64.3056427,0.144474663,0.61223399,0.978918265,2.698017214
./pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated3-rotated3-rotated3-rotated1.jpg,no fracture,70.95541747,0.152623737,0.60834885,0.977112128,2.865930663
./pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated3-rotated3-rotated3.jpg,no fracture,70.76761583,0.155101718,0.612293279,0.977186354,2.854287323
./pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated3-rotated3.jpg,no fracture,103.2366675,0.13975973,0.584993831,0.964420627,3.506133366
./pages/models/Bone Fracture Detection/Baseline/no fracture/12-rotated3.jpg,no fracture,122.436032,0.140134993,0.599890413,0.952238452,3.284206081
./pages/models/Bone Fracture Detection/Baseline/no fracture/12.jpg,no fracture,44.95144944,0.137174962,0.697069348,0.981704475,1.253691501
./pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated1-rotated1-rotated1.jpg,no fracture,121.7294683,0.349889303,0.603650251,0.980204114,3.622446107
./pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated1-rotated1-rotated3-rotated1.jpg,no fracture,119.7080518,0.34584643,0.621685017,0.980755561,3.578145109
./pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated1-rotated1-rotated3.jpg,no fracture,123.073902,0.357946156,0.627775762,0.980198111,3.52958092
./pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated1-rotated2-rotated1-rotated1.jpg,no fracture,115.0556427,0.348298724,0.636765535,0.981529509,3.055884009
./pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated1-rotated2-rotated2-rotated1.jpg,no fracture,152.667652,0.312166935,0.572266561,0.975822113,4.461249196
./pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated1-rotated2-rotated3-rotated1.jpg,no fracture,150.0584982,0.316184152,0.579169839,0.976155192,4.321770431
./pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated1-rotated3-rotated1-rotated1.jpg,no fracture,120.074264,0.318934645,0.593933677,0.980951785,3.662624678
./pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated1-rotated3-rotated2.jpg,no fracture,119.6806226,0.326584716,0.625288585,0.98090964,3.246903153
./pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated1-rotated3-rotated3-rotated1.jpg,no fracture,125.1490508,0.344977117,0.625132567,0.980073341,3.344996782
./pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated1-rotated3-rotated3.jpg,no fracture,125.1535755,0.347229398,0.626408253,0.980066546,3.340391731
./pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated1.jpg,no fracture,143.2017173,0.390492004,0.629764113,0.976907271,3.463581885
./pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated2-rotated1-rotated1-rotated1.jpg,no fracture,97.15610923,0.347274881,0.636322714,0.984332213,2.941461551
./pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated2-rotated1-rotated2-rotated1.jpg,no fracture,101.543195,0.322830958,0.623701898,0.983734428,3.116111647
./pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated2-rotated1-rotated2.jpg,no fracture,122.9618123,0.337111783,0.632867519,0.980430511,3.182211229
./pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated2-rotated1-rotated3-rotated1.jpg,no fracture,103.0576536,0.350655124,0.612869529,0.983186969,3.283039736
./pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated2-rotated1-rotated3.jpg,no fracture,130.1407658,0.350713154,0.609481501,0.978861085,3.613537645
./pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated2-rotated1.jpg,no fracture,145.9763715,0.379534996,0.630354018,0.976537885,3.466316763
./pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated2-rotated2-rotated1.jpg,no fracture,138.3046573,0.36980635,0.619882159,0.97762141,3.718951094
./pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated2-rotated2-rotated2-rotated1.jpg,no fracture,125.4920769,0.323637008,0.593455723,0.979678832,3.851150257
./pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated2-rotated2-rotated2.jpg,no fracture,145.2372909,0.344549571,0.597221652,0.976613314,4.059885779
./pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated2-rotated2.jpg,no fracture,113.6994651,0.394227568,0.626292899,0.981453488,3.262890122
./pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated2-rotated3-rotated1-rotated1.jpg,no fracture,145.489161,0.304512821,0.569900192,0.976748646,4.327642375
./pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated2-rotated3-rotated1.jpg,no fracture,123.8943653,0.374394703,0.624760509,0.97984769,3.474601834
./pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated2.jpg,no fracture,141.8967383,0.453897161,0.636186313,0.976902294,3.659165862
./pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated3-rotated1-rotated1-rotated1.jpg,no fracture,101.4108752,0.315389255,0.623727553,0.983853324,3.070222008
./pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated3-rotated1-rotated1.jpg,no fracture,145.3939028,0.337079841,0.604825299,0.976718686,3.952501609
./pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated3-rotated1-rotated3-rotated1.jpg,no fracture,120.4678451,0.303162902,0.543630513,0.981114459,4.324907497
./pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated3-rotated1-rotated3.jpg,no fracture,137.0224421,0.311526008,0.552538017,0.978592537,4.40327381
./pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated3-rotated1.jpg,no fracture,146.5888634,0.344858828,0.624920301,0.976728277,3.479870495
./pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated3-rotated2-rotated1-rotated1.jpg,no fracture,104.2074284,0.313837513,0.613212019,0.983439566,3.18020029
./pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated3-rotated2-rotated1.jpg,no fracture,128.6910996,0.329932289,0.611314774,0.979263228,3.691702864
./pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated3-rotated2-rotated2-rotated1.jpg,no fracture,101.8854167,0.313767915,0.62291717,0.983775173,3.077380952
./pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated3-rotated2-rotated2.jpg,no fracture,116.5421292,0.311121925,0.615018131,0.981537759,3.251910393
./pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated3-rotated2-rotated3-rotated1.jpg,no fracture,96.3478121,0.315408348,0.621920025,0.98465798,3.054898649
./pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated3-rotated2.jpg,no fracture,152.3626729,0.353771208,0.617614124,0.975593292,3.90393742
./pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated3-rotated3-rotated2.jpg,no fracture,155.5550997,0.321321673,0.586807178,0.975620592,4.070342664
./pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated3-rotated3-rotated3-rotated1.jpg,no fracture,114.6994651,0.322895366,0.624871589,0.981830545,3.332428411
./pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated3-rotated3-rotated3.jpg,no fracture,113.4902067,0.320773836,0.620768711,0.982049594,3.309624356
./pages/models/Bone Fracture Detection/Baseline/no fracture/13-rotated3.jpg,no fracture,154.5489463,0.369496828,0.633636491,0.975369956,3.485842986
./pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated1-rotated1-rotated1.jpg,no fracture,170.2137227,0.22742266,0.587678549,0.97820768,4.353322072
./pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated1-rotated1-rotated2-rotated1.jpg,no fracture,121.3467262,0.232776791,0.596715937,0.984370582,4.197192728
./pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated1-rotated1.jpg,no fracture,148.538228,0.234859722,0.587208784,0.980484989,4.402610199
./pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated1-rotated2-rotated1-rotated1.jpg,no fracture,114.2569176,0.235207232,0.606256749,0.985073903,3.825048263
./pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated1-rotated2-rotated2-rotated1.jpg,no fracture,127.0630631,0.239669196,0.605298867,0.983703667,4.14394305
./pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated1-rotated2-rotated2.jpg,no fracture,130.2185489,0.235536402,0.605155931,0.983109828,4.009330759
./pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated1-rotated2-rotated3-rotated1.jpg,no fracture,120.6782095,0.227495228,0.562849896,0.984142368,4.328386422
./pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated1-rotated2-rotated3.jpg,no fracture,136.8126005,0.236810175,0.569839134,0.982116648,4.555039414
./pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated1-rotated2.jpg,no fracture,142.1706684,0.234731368,0.594141675,0.981800903,4.302948037
./pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated1-rotated3-rotated1-rotated1.jpg,no fracture,123.9835907,0.229569988,0.595293868,0.984007618,4.02827381
./pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated1-rotated3-rotated2-rotated1.jpg,no fracture,111.2195544,0.222347923,0.597926345,0.985617675,3.770109395
./pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated1-rotated3-rotated2.jpg,no fracture,110.64889,0.234064454,0.610639454,0.985779027,3.737733269
./pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated1-rotated3-rotated3.jpg,no fracture,134.2899775,0.239608096,0.596177597,0.982683975,4.386663449
./pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated2-rotated1-rotated2.jpg,no fracture,135.8079754,0.239385993,0.56529179,0.982361039,4.879524614
./pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated2-rotated1-rotated3-rotated1.jpg,no fracture,169.8158583,0.228167343,0.587063729,0.977879173,4.49169482
./pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated2-rotated1-rotated3.jpg,no fracture,132.435469,0.239182257,0.576439274,0.982777866,4.662705116
./pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated2-rotated1.jpg,no fracture,146.6100386,0.240186916,0.601191213,0.981159785,4.278474903
./pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated2-rotated2-rotated1.jpg,no fracture,136.1339889,0.235483979,0.563364912,0.982261364,4.728583494
./pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated2-rotated2-rotated2-rotated1.jpg,no fracture,113.5991594,0.23647568,0.617028086,0.985447502,3.647019788
./pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated2-rotated2-rotated3-rotated1.jpg,no fracture,118.3873472,0.226766193,0.603201049,0.984771823,3.767334299
./pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated2-rotated2-rotated3.jpg,no fracture,164.4965613,0.225883433,0.584183908,0.978911656,4.445885618
./pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated2-rotated2.jpg,no fracture,154.3528797,0.233442084,0.565003411,0.97989048,4.75365991
./pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated2-rotated3-rotated1-rotated1.jpg,no fracture,103.3781371,0.229829965,0.611701879,0.986706999,3.596605534
./pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated2-rotated3-rotated2.jpg,no fracture,138.4273045,0.226618883,0.601412857,0.982281369,3.929958977
./pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated2-rotated3-rotated3-rotated1.jpg,no fracture,114.3665943,0.22367531,0.610273032,0.985307619,3.693009974
./pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated3-rotated1-rotated1-rotated1.jpg,no fracture,172.0819056,0.22753872,0.587328563,0.97795503,4.511723777
./pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated3-rotated1-rotated1.jpg,no fracture,133.9472329,0.225692082,0.592415909,0.982542999,4.168677606
./pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated3-rotated1-rotated3-rotated1.jpg,no fracture,178.1005671,0.225712757,0.585602479,0.976929505,4.529178732
./pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated3-rotated1-rotated3.jpg,no fracture,133.4400338,0.24099476,0.592236609,0.982741774,4.424911519
./pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated3-rotated1.jpg,no fracture,152.2434644,0.240282554,0.572733551,0.980218565,4.924931628
./pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated3-rotated2-rotated1.jpg,no fracture,113.2692447,0.227119197,0.58617333,0.985183785,4.022824163
./pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated3-rotated2-rotated2-rotated1.jpg,no fracture,114.1994651,0.229506805,0.594024175,0.985350062,3.812399453
./pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated3-rotated2-rotated2.jpg,no fracture,128.1163731,0.238845856,0.600668706,0.98365442,3.933417793
./pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated3-rotated2-rotated3-rotated1.jpg,no fracture,124.0835545,0.237484752,0.578504337,0.984079071,4.175896879
./pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated3-rotated3-rotated2-rotated1.jpg,no fracture,117.6123311,0.230224856,0.595044386,0.984808612,4.179898649
./pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated3-rotated3-rotated2.jpg,no fracture,152.9924188,0.225576505,0.590024505,0.980418856,4.398990508
./pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated3-rotated3-rotated3.jpg,no fracture,126.0497506,0.237333235,0.601111866,0.983908806,3.928933398
./pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated3-rotated3.jpg,no fracture,152.8033502,0.237436554,0.59640729,0.980453522,4.529178732
./pages/models/Bone Fracture Detection/Baseline/no fracture/14-rotated3.jpg,no fracture,179.647985,0.247607224,0.589702226,0.97682069,4.991855695
./pages/models/Bone Fracture Detection/Baseline/no fracture/14.jpg,no fracture,17.51417619,0.28570966,0.745494599,0.997669201,1.170766328
./pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated1-rotated1-rotated1-rotated1.jpg,no fracture,145.2907014,0.200024921,0.575910465,0.982152438,3.891650579
./pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated1-rotated1-rotated2-rotated1.jpg,no fracture,127.1232706,0.186503239,0.599462604,0.984150062,3.352276384
./pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated1-rotated1-rotated2.jpg,no fracture,141.9746421,0.197907384,0.592933163,0.98238156,3.649674228
./pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated1-rotated1-rotated3-rotated1.jpg,no fracture,147.1878419,0.196795773,0.552472372,0.982258314,4.11170769
./pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated1-rotated2-rotated2-rotated1.jpg,no fracture,108.4170286,0.196329545,0.630012971,0.986473699,2.879544723
./pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated1-rotated2-rotated2.jpg,no fracture,150.869852,0.19101152,0.610857196,0.981225519,3.274694337
./pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated1-rotated2-rotated3.jpg,no fracture,133.4451215,0.20345634,0.619624829,0.983597878,3.288992117
./pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated1-rotated3-rotated1-rotated1.jpg,no fracture,119.2155325,0.20384615,0.624639757,0.98531273,3.151624839
./pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated1-rotated3-rotated1.jpg,no fracture,138.740448,0.188178032,0.614287237,0.982621674,3.218770109
./pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated1-rotated3-rotated2-rotated1.jpg,no fracture,147.4767736,0.190120573,0.549971127,0.982054839,4.128921332
./pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated1-rotated3-rotated3.jpg,no fracture,172.4642455,0.205234473,0.537034791,0.979389551,4.825892857
./pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated1-rotated3.jpg,no fracture,149.3054215,0.200655085,0.619500908,0.981389446,3.419763514
./pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated2-rotated1-rotated3.jpg,no fracture,146.1235923,0.201930154,0.572923921,0.982203783,3.943452381
./pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated2-rotated2-rotated1.jpg,no fracture,169.9380027,0.203668479,0.560173264,0.97938858,4.363839286
./pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated2-rotated2-rotated2-rotated1.jpg,no fracture,124.604971,0.201545191,0.625364883,0.984536853,3.169160232
./pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated2-rotated2-rotated2.jpg,no fracture,149.1941361,0.194053532,0.6184339,0.981211193,3.186977156
./pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated2-rotated2-rotated3-rotated1.jpg,no fracture,128.2088562,0.192315611,0.615648041,0.984094622,3.205035393
./pages/models/Bone Fracture Detection/Baseline/no fracture/15-rotated2-rotated3-rotated1.jpg,no fracture,143.4120616,0.189730641,0.609692421,0.982188738,3.261804215
